id_arquivo;gt;tess_12;tess_7;OCR
82253058_3059.png;carton fixtures in the Camel section. Also placing metal signs and temporary counter displays.;carton fixtures | in the Camel section. Also p the Camel sectic Also placing metal signs \d temporary counter display ter displa ;carton fixtures in the Camel section, Also placing metal signs and temporary counter displays. ;carton fixtures | in the Camel section. Also p the Camel sectic Also placing metal signs \d temporary counter display ter displa
82253058_3059.png;SALES FORCE INVOLVEMENT:;SALES FORCE INVOLVEMENT: ;SALES FORCE INVOLVEMENT: ;SALES FORCE INVOLVEMENT:
82253058_3059.png;DISTRIBUTORS - ACCEPTANCE/ INTRO TERMS/ INTRO DEALS:;DISTRIBUTORS ACCEPTANCE/I FRO. -RMS/INTRO DEALS ;DISTRIBUTORS — ACCEPTANCE/INTRO TERMS/INTRO DEALS: ;DISTRIBUTORS — ACCEPTANCE/INTRO TERMS/INTRO DEALS:
82253058_3059.png;Product is being introduced to all Direct: Accounts in the Region. Acceptance is spotty at this time.;Product is being introduced to all Direct Accounts in the Region. Acceptance is spotty at this time. ;Product is being introduced to all Direct Accounts in the Region. Acceptance is spotty at this time. ;Product is being introduced to all Direct Accounts in the Region. Acceptance is spotty at this time.
82253058_3059.png;DISTRIBUTOR INVOLVEMENT:;DISTRIBUTOR INVOLVEMENT: ;DISTRIBUTOR INVOLVEMENT: ;DISTRIBUTOR INVOLVEMENT:
82253058_3059.png;Assembly of promotional products and shipment to retail Indianapolis Direct Accounts are reported to be receiving B1G1F product.;Assembly of promotional products and shipment to retail. Indianapotis Direct Accounts are reported to be receiving 81G1F prod oe ;font ean ;Assembly of promotional products and shipment to retail. Indianapotis Direct Accounts are reported to be receiving 81G1F prod oe
82253058_3059.png;CHAINS - ACCEPTANCE/ MERCHANDISING ALLOWANCE;-HAINS — ACCEPTANCE/MERCHANDISING ALLOWANCE ;CHAINS — ACCEPTANCE/MERCHANDISING ALLOWANCE ;CHAINS — ACCEPTANCE/MERCHANDISING ALLOWANCE
82253058_3059.png;Chain acceptance has been very good.;Chain ac acceptance has been very goot ;Chain acceptance has been very good. ;Chain ac acceptance has been very goot
82253058_3059.png;INDEPENDENTS - ACCEPTANCE/ MERCHANDISING ALLOWANCE;INDEPENDENTS ~— ACCEPTANCE/MERCHANDISING ALLOWANCE ;INDEPENDENTS ~— ACCEPTANCE/MERCHANDISING ALLOWANCE ;INDEPENDENTS ~— ACCEPTANCE/MERCHANDISING ALLOWANCE
82253058_3059.png;Acceptance is better at high volume locations than at lower volume retail calls.;Acceptance is better at high volume locations than at lower volume retail calls. ;Acceptance is better at high volume locations than at lower volume retail calls. ;Acceptance is better at high volume locations than at lower volume retail calls.
82253058_3059.png;CAMEL WK1/ FMT;CAMEL. WK1/FMT ;CAMEL. WK1/FMT ;CAMEL. WK1/FMT
82253058_3059.png;PAGE 1 OF 2;PAGE 1 OF 2 ;PAGE 1 OF 2 ;PAGE 1 OF 2
82253245_3247.png;TO:;‘TO: ;‘TO: ;‘TO:
82253245_3247.png;FROM:;FROM: ;FROM: ;FROM:
82253245_3247.png;SUBJECT:;SUBJECT ;SUBJECT ;SUBJECT
82253245_3247.png;X; ;x ;x
82253245_3247.png;PRE-;PRE- ;PRE- ;PRE-
82253245_3247.png;SELL;SELL ;SELL ;SELL
82253245_3247.png;DISTRIBUTION; ;DISTRIBUTION ;DISTRIBUTION
82253245_3247.png;Sheetz;Sheetz ;Sheetz ;Sheetz
82253245_3247.png;18;18 ;18 ;18
82253245_3247.png;150;150 ;150 ;150
82253245_3247.png;183;183 ;183 ;183
82253245_3247.png;21;21 ;21 ;21
82253245_3247.png;82;82 ;82 ;82
82253245_3247.png;106;106 ;106 ;106
82253245_3247.png;87;B87 ;B87 ;B87
82253245_3247.png;5; ;5 ;5
82253245_3247.png;23;23 ;23 ;23
82253245_3247.png;35; ;35 ;35
82253245_3247.png;43;43 ;43 ;43
82253245_3247.png;Kroger;Aroger ;Aroger ;Aroger
82253245_3247.png;cvs;cye ;cye ;cye
82253245_3247.png;82253245;89954945 ; ;89954945
82253245_3247.png;K. A. Sparrow;K A. Sparrow ;K A. Sparrow ;K A. Sparrow
82253245_3247.png;R. E. Lane;RE. Lane ;RE. Lane ;RE. Lane
82253245_3247.png;SUBMISSION DATE;SUBMISSION DATE ;SUBMISSION DATE ;SUBMISSION DATE
82253245_3247.png;JUNE 30;JUNE 30 ;JUNE 30 ;JUNE 30
82253245_3247.png;AUG 11;AUG 11 ;AUG 11 ;AUG 11
82253245_3247.png;SEP 22;SEP 22 ;SEP 22 ;SEP 22
82253245_3247.png;NOV 10;NOV 10 ;NOV 10 ;NOV 10
82253245_3247.png;STYLE LOW PRICE PROGRESS REPORT;STYLE LOW PRICE - PROGRESS REPORT ;STYLE LOW PRICE - PROGRESS REPORT ;STYLE LOW PRICE - PROGRESS REPORT
82253245_3247.png;EFFECTIVENESS OF: Transition Plan;JEEEEGTIVENESS Os Transition Plan. ;JEEEEGTIVENESS Os Transition Plan. ;JEEEEGTIVENESS Os Transition Plan.
82253245_3247.png;(Report on June 30 only);(Report on June 30 only) ;(Report on June 30 only) ;(Report on June 30 only)
82253245_3247.png;Overall pre- sell efforts were successful Retail accounts that previously stocked;yreviously stocked Overall pre-sé forts were successful, Retail accounts the ;Overall pre-sell efforts were successful, Retall accounts that previously stocked ;Overall pre-sell efforts were successful, Retall accounts that previously stocked
82253245_3247.png;Style Full Price accepted the introduction of the low price;Style Full P accepted the introduction of the low price ;Style Full Price accepted the introduction of the low price ;Style Full Price accepted the introduction of the low price
82253245_3247.png;BIGIF 2 FOR 1:;BIGIF / 2 FOR 1: ;BIGIF /2 FOR 1: ;BIGIF / 2 FOR 1:
82253245_3247.png;Proved to be an excellent tool for pulling the balance of Style Full Price packs through;Proved to be an excellent tool for pulling the balance of Style Full Price packs through ;Proved to be an excellent tool for pulling the balance of Style Full Price packs through ;Proved to be an excellent tool for pulling the balance of Style Full Price packs through
82253245_3247.png;the system. This aided the field greatly during the transition;the system. This aided the ield reatly during the transition. ;the system. This aided the field greatly during the transition. ;the system. This aided the field greatly during the transition.
82253245_3247.png;$ 7.00 CARTON COUPON/ BUYDOWN:;$7.00 CARTON COUPON/BUYDOWN: ;$7.00 CARTON COUPON/BUYDOWN: ;$7.00 CARTON COUPON/BUYDOWN:
82253245_3247.png;Effective in those retail calls that we could not exchange product out of.;Effecti in thos retail calls that we could not exchange product out of. ;Effective in those retail calls that we could not exchange product out of. ;Effective in those retail calls that we could not exchange product out of.
82253245_3247.png;Those situations were limited.;Those situations were limited. ;Those situations were limited. ;Those situations were limited.
82253245_3247.png;DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION (15+ STORES) STOCKING NO LOW PRICE STYLE;DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION 15 + STORES) STOCKING NO LOW PRICE STYLE ;DIRECT ACCOUNTS ENO CHAINS Hes ous TeReD Wirt ACCOUNTS AND CHRINS VERO OU ASTERED WITHIN THE REGION ;DIRECT ACCOUNTS ENO CHAINS Hes ous TeReD Wirt ACCOUNTS AND CHRINS VERO OU ASTERED WITHIN THE REGION
82253245_3247.png;NAME OF ACCOUNT;NAME OF ACCOUNT ;NAME OF ACCOUNT ;NAME OF ACCOUNT
82253245_3247.png;IND/ LOR VOLUME;INI VOLUME ;Sane ;INI VOLUME
82253245_3247.png;NO. OF STORES;NO.OF STORES’ ;Rea aee ;NO.OF STORES’
82253245_3247.png;NAME OF ACCOUNT;‘NAME OF ACCOUNT ;‘NAME OF ACCOUNT ;‘NAME OF ACCOUNT
82253245_3247.png;IND/ LOR VOLUME;IND/LOR VOLUME ;voLuNt ;IND/LOR VOLUME
82253245_3247.png;NO. OF STORES;Np OF STORES ;SORES ;Np OF STORES
82253245_3247.png;M. Maskos & Sons;iM. Maskos & Sons ;iM. Maskos & Sons ;iM. Maskos & Sons
82253245_3247.png;Pollock Candy and Cigar;Polic ‘+k Candy and Cigar ;Pollock Candy and Cigar ;Polic ‘+k Candy and Cigar
82253245_3247.png;McKeesport Candy Co.;McKeesport Candy Co. ;McKeesport Candy Co. ;McKeesport Candy Co.
82253245_3247.png;Sicc Serva;\Sico Serve ;\Sico Serve ;\Sico Serve
82253245_3247.png;Thrift/ Eckerd;rhrift/Eckerd ;rhrift/Eckerd ;rhrift/Eckerd
82253245_3247.png;104/ 22;404/22 ;404/22 ;404/22
82253245_3247.png;521/ 42;§21/42 ;§21/42 ;§21/42
82253245_3247.png;137/ 20;137/20 ;137/20 ;137/20
82253245_3247.png;DIRECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION (15+ STORES) STOCKING NO LOW PRICE STYLE;RECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION '§ + STORES) STOCKING NO LOW PRICE STYLE ;DIRECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION ;RECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION '§ + STORES) STOCKING NO LOW PRICE STYLE
82253245_3247.png;NAME OF ACCOUNT;NAME OF ‘ACCOUNT ;NAME OF ‘ACCOUNT ;NAME OF ‘ACCOUNT
82253245_3247.png;IND/ LOR VOLUME;INDILGR wnt Nie ;Sata ;INDILGR wnt Nie
82253245_3247.png;NO OF STORES;NO? OF: STORES ;toes ;NO? OF: STORES
82253245_3247.png;NAME OF ACCOUNT;IAME OF ACCOUNT ;NAME OF ACCOUNT ;NAME OF ACCOUNT
82253245_3247.png;IND/ LOR VOLUME;IND/LOR VOLUME ;voLunte ;IND/LOR VOLUME
82253245_3247.png;NO OF STORES;NO. OF STORES ;aroRes ;NO. OF STORES
82253245_3247.png;Rich Oil;Rich Oil ;Rich Oil ;Rich Oil
82253245_3247.png;Super America;Super America ;Super America ;Super America
82253245_3247.png;W H Smith;WH Smith ;WH Smith ;WH Smith
82253245_3247.png;7- 11 318 Zon;7-11 318 Zon ;7-11 318 Zon ;7-11 318 Zon
82253245_3247.png;Dairy Marts;‘Dairy Marts. ;‘Dairy Marts. ;‘Dairy Marts.
82253245_3247.png;Widman Drugs;Widman Drugs: ;Widman Drugs: ;Widman Drugs:
82253245_3247.png;STYLE XLS;STYLE XLS ;STYLE XLS ;STYLE XLS
82253245_3247.png;Page 1 of 3 Pages;Page1 of 3 Pages ;Page1 of 3 Pages ;Page1 of 3 Pages
82253362_3364.png;TO:;"TO; ";"TO; ";"TO;"
82253362_3364.png;FROM:;FROM: ;FROM: ;FROM:
82253362_3364.png;SUBJECT:;SUBJECT: ;SUBJECT: ;SUBJECT:
82253362_3364.png;â; ;Ee ;Ee
82253362_3364.png;REGION:; ;REGION: ;REGION:
82253362_3364.png;FULL;FULL ;FULL ;FULL
82253362_3364.png;X; ;xy ;xy
82253362_3364.png;DIVISION:;DIVISION ;DIVISION: ;DIVISION:
82253362_3364.png;FULL;FULL ;FULL ;FULL
82253362_3364.png;PARTIAL;PARTIAL ;PARTIAL ;PARTIAL
82253362_3364.png;PARTIAL;PARTIAL ;PARTIAL ;PARTIAL
82253362_3364.png;DISTRIBUTION;DISTRIBUTION ;DISTRIBUTION ;DISTRIBUTION
82253362_3364.png;20; ;20 ;20
82253362_3364.png;15;15 ;15 ;15
82253362_3364.png;29; ;23 ;23
82253362_3364.png;44; ;44 ;44
82253362_3364.png;17;7 ;7 ;7
82253362_3364.png;34;34 ;34 ;34
82253362_3364.png;15;iS ;iS ;iS
82253362_3364.png;20; ;20 ;20
82253362_3364.png;22; ;22 ;22
82253362_3364.png;27; ;27 ;27
82253362_3364.png;15;416 ;416 ;416
82253362_3364.png;37;aw? ;aw? ;aw?
82253362_3364.png;Chevron;Chevron ;Chevron ;Chevron
82253362_3364.png;Exxon;Exxon, ;Exxon, ;Exxon,
82253362_3364.png;Walgreen's;Walgreen's ;Walgreen's ;Walgreen's
82253362_3364.png;?; ;> ;>
82253362_3364.png;?; ;? ;?
82253362_3364.png;?; ;? ;?
82253362_3364.png;?; ;? ;?
82253362_3364.png;?; ;7 ;7
82253362_3364.png;?; ;2 ;2
82253362_3364.png;?; ;? ;?
82253362_3364.png;115;115 ;115 ;115
82253362_3364.png;38; ;as ;as
82253362_3364.png;217;217 ;217 ;217
82253362_3364.png;38; ;ma ;ma
82253362_3364.png;27; ;a ;a
82253362_3364.png;70; ;70 ;70
82253362_3364.png;177;177 ;177 ;177
82253362_3364.png;82253362;87254462 ; ;87254462
82253362_3364.png;MAVPROGO;MAYPROGSALS ;MAYPROGSALS ;MAYPROGSALS
82253362_3364.png;K. A. Sparrow;K. A Sparrow ;K. A Sparrow ;K. A Sparrow
82253362_3364.png;SUBMISSION DATE;SUBMISSION DATE ;SUBMISSION DATE ;SUBMISSION DATE
82253362_3364.png;MAY 19 â;may 19 [_] ;may 19 [_] ;may 19 [_]
82253362_3364.png;JUN 30 â;JUN 30 [~) ;JUN 30 [~) ;JUN 30 [~)
82253362_3364.png;AUG 11 â;AUG 11 ;AUG 11 ;AUG 11
82253362_3364.png;SEP 22;SEP 22 ;SEP 22 ;SEP 22
82253362_3364.png;J. L. McGinnis;J, L. McGinnis ;J, L. McGinnis ;J, L. McGinnis
82253362_3364.png;MAVERICK SPECIALS MENTHOL - PROGRESS REPORT;MAVERICK SPECIALS MENTHOL - PROGRESS REPORT ;MAVERICK SPECIALS MENTHOL - PROGRESS REPORT ;MAVERICK SPECIALS MENTHOL - PROGRESS REPORT
82253362_3364.png;(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION (S) SCOPE);(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE} ;(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE} ;(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE}
82253362_3364.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
82253362_3364.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
82253362_3364.png;DIVISION NAME:;DIVISION | ;DIVISION NAME: ;DIVISION NAME:
82253362_3364.png;DIVISION NAME:;"DIVISION NAME; ";"DIVISION NAME; ";"DIVISION NAME;"
82253362_3364.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
82253362_3364.png;DIVISION NAME:;DIVISION NAME: ;DIVISION NAME: ;DIVISION NAME:
82253362_3364.png;# REPS;@REPS ;@REPS ;@REPS
82253362_3364.png;# REPS;#REPS ;#REPS ;#REPS
82253362_3364.png;# REPS;#REPS ;#REPS ;#REPS
82253362_3364.png;DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL;is (16+ STORES) STOCKING NO MAVERICK SPECIALS MENTH( ;DIRECT ACCOUNTS AND CHAINS HEADOUARTERED WITHIN THR REGION ;DIRECT ACCOUNTS AND CHAINS HEADOUARTERED WITHIN THR REGION
82253362_3364.png;NAME OF ACCOUNT;NAME.OF ACCOUNT ;NAME.OF ACCOUNT ;NAME.OF ACCOUNT
82253362_3364.png;IND/ LOR VOLUME;INDILOR VOLUME ;wah ;INDILOR VOLUME
82253362_3364.png;NO. OF STORES;NO.OF aaa ;Hor ;NO.OF aaa
82253362_3364.png;NAME OF ACCOUNT;NAME OF ACCOUNT ;NAME OF ACCOUNT ;NAME OF ACCOUNT
82253362_3364.png;IND/ LOR VOLUME;INDILOR Seca ;ER ;INDILOR Seca
82253362_3364.png;NO. OF STORES;pee OF STORES ;Srones ;pee OF STORES
82253362_3364.png;Sac N Pac;N Pac ;Sac N Pac ;Sac N Pac
82253362_3364.png;ACO Texaco;ACO/Texaco ;ACO/Texaco ;ACO/Texaco
82253362_3364.png;Lone Star;lLone Star ;lLone Star ;lLone Star
82253362_3364.png;75/ 2;75/2 ;75/2 ;75/2
82253362_3364.png;95/ 3;95/3 ;95/3 ;95/3
82253362_3364.png;76/ 3; ;76/3 ;76/3
82253362_3364.png;26/ 2; ;26/2 ;26/2
82253362_3364.png;42/ 2;42/2 ;42/2 ;42/2
82253362_3364.png;106 /4;106/4 ;106/4 ;106/4
82253362_3364.png;62/ 2; ;62/2 ;62/2
82253362_3364.png;78/ 4;73/4 ;73/4 ;73/4
82253362_3364.png;319/ 16;319/16 ;319/16 ;319/16
82253362_3364.png;65/ 3; ;65/3 ;65/3
82253362_3364.png;69/ 3; ;6/3 ;6/3
82253362_3364.png;80/ 4;80/4 ;80/4 ;80/4
82253362_3364.png;Shopper Mart;Shopper Mar ;Shopper Mar ;Shopper Mar
82253362_3364.png;Neal One Stop;Nees One Stop ;Nees One Stop ;Nees One Stop
82253362_3364.png;Mini Mart;Mini Mart ;Mini Mart ;Mini Mart
82253362_3364.png;Albertson's -Houston;fouston ;Albertson's - Houston ;Albertson's - Houston
82253362_3364.png;Valley Shamrock;Shamrock ;Valley Shamrock ;Valley Shamrock
82253362_3364.png;Get Go;Get-N-Go ;Get-N-Go ;Get-N-Go
82253362_3364.png;Speedy Stop;Speedy Stop ;Speedy Stop ;Speedy Stop
82253362_3364.png;Western Beverage;Western Beverage ;Western Beverage ;Western Beverage
82253362_3364.png;Don & Bens;Don & Bens ;Don & Bens ;Don & Bens
82253362_3364.png;DIRECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL;DIRECT ACCOU IS HEAD OUTS =GIOP 115+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL. ;DIRECT ACCOUNTS AND CHAINS HEARQUARTERED OUTSIDE THE REGHOS ;DIRECT ACCOU IS HEAD OUTS =GIOP 115+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL.
82253362_3364.png;NAME OF ACCOUNT;NAME OF ACCOUNT ;NAME OF ACCOUNT ;NAME OF ACCOUNT
82253362_3364.png;IND/ LOR VOLUME;Garuur: ; ;Garuur:
82253362_3364.png;NO. OF STORES;eee pees ;eae ;eee pees
82253362_3364.png;NAME OF ACCOUNTS;NAME OF ACCOUNT ;NAME OF ACCOUNT ;NAME OF ACCOUNT
82253362_3364.png;IND/ LOR VOLUME;INDILOR, WoL Me ;eae ;INDILOR, WoL Me
82253362_3364.png;NO. OF STORES;NOH SET STORES. ;Wises ;NOH SET STORES.
82253362_3364.png;Brookshire Bro's;Brookstire Bro.'s ;Brookstire Bro.'s ;Brookstire Bro.'s
82253362_3364.png;Eckerd Drugs S. Texas;Eckerd Drugs - S, Texas ;Eckerd Drugs - S, Texas ;Eckerd Drugs - S, Texas
82253362_3364.png;Philip's 66;Philip's 66 ;Philip's 66 ;Philip's 66
82253362_3364.png;Star Enterprise;Star ;Star Enterprise ;Star Enterprise
82253362_3364.png;Page 1 of 3 Pages;Pagei of 3 Pages ;Pagei of 3 Pages ;Pagei of 3 Pages
82254765.png;TO:; ;TO: ;TO:
82254765.png;FROM:;FRO? ;FROM: ;FROM:
82254765.png;1/24/97;1/24/97 ;1/24/97 ;1/24/97
82254765.png;2; ;2 ;2
82254765.png;1; ;tT ;tT
82254765.png;1; ;L ;L
82254765.png;1; ;I ;I
82254765.png;ITEMS;TTEMS ;TTEMS ;TTEMS
82254765.png;zbulan;2/, [4 ;2/, [4 ;2/, [4
82254765.png;82254765;82254765 ; ;82254765
82254765.png;01/17/97;0147/97 ;0147/97 ;0147/97
82254765.png;REQFORM;-REQFORM ;-REQFORM ;-REQFORM
82254765.png;1500;1500 ;1500 ;1500
82254765.png;500;500 ;500 ;500
82254765.png;K. A. SPARROW;KA SPARROW ;KA SPARROW ;KA SPARROW
82254765.png;DATE TO NYO:;DATE TO NYO: ;DATE TO NYO: ;DATE TO NYO:
82254765.png;S. Reindel;Ss. Reinde: ;S. Reinde: ;Ss. Reinde:
82254765.png;Nassau/ 107;Nassau / 107 ;Nassau / 107 ;Nassau / 107
82254765.png;DIV. NAME/ NO:;DIV, NAME / Nt ;DIV, NAME / No: ;DIV, NAME / No:
82254765.png;1997 SPECIAL EVENT REQUEST FORM;1997 SPECIAL EVENT REQUEST FORM ;1997 SPECIAL EVENT REQUEST FORM ;1997 SPECIAL EVENT REQUEST FORM
82254765.png;NAME OF EVENT:;NAME OF EVENT: ;NAME OF EVENT: ;NAME OF EVENT:
82254765.png;"""DATE OF EVENT:";‘DATE OF EVENT: ;‘DATE OF EVENT: ;‘DATE OF EVENT:
82254765.png;3/18/97;{18/97 ;3/18/97 ;3/18/97
82254765.png;H. Levinson Tradeshow;H, Levinson Tradeshow ;H, Levinson Tradeshow ;H, Levinson Tradeshow
82254765.png;SAMPLE 10'S (400 PACKS PER CASE);‘SAMPLE 10°S (400 PACKS PER CASE) ;‘SAMPLE 10°S (400 PACKS PER CASE) ;‘SAMPLE 10°S (400 PACKS PER CASE)
82254765.png;SAMPLES/ ITEMS REQUIRED:; ;SAMPLES / ITEMS REQUIRED: ;SAMPLES / ITEMS REQUIRED:
82254765.png;NEWPORT K. S.;NEWPORT KS. ;NEWPORT KS. ;NEWPORT KS.
82254765.png;NEWPORT 100's;NEWPORT 100’S ;NEWPORT 100’S ;NEWPORT 100’S
82254765.png;NEWPORT LTS K. S.;NEWPORT LTS. KS. ;NEWPORT LTS. KS. ;NEWPORT LTS. KS.
82254765.png;NEWPORT LTS. 100;NEWPORT LTS. 100 ;NEWPORT LTS. 100 ;NEWPORT LTS. 100
82254765.png;KENT III K. S.;KENT IL EKS. ;KENT IL EKS. ;KENT IL EKS.
82254765.png;# CASES;# CASES ;# CASES ;# CASES
82254765.png;KENT GL LTS K. S.;KENT GLLTSKS. ;KENT GLLTSKS. ;KENT GLLTSKS.
82254765.png;GL 100;KENT GL 100 ;KENT GL 100 ;KENT GL 100
82254765.png;KENT III 100;KENT Til 100 ;KENT Til 100 ;KENT Til 100
82254765.png;TRUE K. S.;TRUE KS. ;TRUE KS. ;TRUE KS.
82254765.png;KENT K. S.; ;KENT KS. ;KENT KS.
82254765.png;KENT 100;KENT 100 ;KENT 100 ;KENT 100
82254765.png;QUANTITY REQUIRED;OUANTITY REOUIRETL ;OUANTITY REOUIRETL ;OUANTITY REOUIRETL
82254765.png;BASEBALL CAP;‘BASEBALL CAP ;‘BASEBALL CAP ;‘BASEBALL CAP
82254765.png;WATER BOTTLES;WATER BOTTLES ;WATER BOTTLES ;WATER BOTTLES
82254765.png;SHIP TO:;SHIP TO: ;SHIP TO: ;SHIP TO:
82254765.png;CUSTOMER SHIPPING NUMBER;YMER SHI} iG NUMBER ;CUSTOMER SHIPPING NUMBER ;CUSTOMER SHIPPING NUMBER
82254765.png;198- 1160006;198-1160006 ;198-1160006 ;198-1160006
82254765.png;NYO ONLY:;NYO ONL) ;NYO ONLY: ;NYO ONLY:
82254765.png;DATE FORWARDED TO PROMOTION SERVICES:;DATE FORWARDED TO PROMOTION SERVICES: ;DATE FORWARDED TO PROMOTION SERVICES: ;DATE FORWARDED TO PROMOTION SERVICES:
82254765.png;PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST;* PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST ;* PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST ;* PLEASE ALLOW 6 WEEKS FOR PROCESSING OF YOUR REQUEST
82491256.png;COURT:;COUR’ ;COURT: ;COURT:
82491256.png;JUDGE:; ;JUDGE: ;JUDGE:
82491256.png;Asbestos;Asbestos ;Asbestos ;Asbestos
82491256.png;CASE FORM;CASE FORM ;CASE FORM ;CASE FORM
82491256.png;CASE NAME:;CASE NAME: ;CASE NAME: ;CASE NAME:
82491256.png;LORILLARD ENTITIES:;LORILLARD ENTITIE! ;ete ;LORILLARD ENTITIE!
82491256.png;DATE FILED:;DATE FILED: ;DATE FILED: ;DATE FILED:
82491256.png;DATE SERVED:;DATE SERVE! ;DATE SERVED: ;DATE SERVED:
82491256.png;CASE TYPE:;CASE TYPE: ;CASE TYPE: ;CASE TYPE:
82491256.png;PLAINTIFF COUNSEL:;PLAINTIFF'S COUNSEI ;COUNSEL: re ;PLAINTIFF'S COUNSEI
82491256.png;LORILLARD COUNSEL:;LORILLARD COUNSEL: ;CorNeeL ;LORILLARD COUNSEL:
82491256.png;TRIAL DATE:;TRIAL DATI ;TRIAL DATE: ;TRIAL DATE:
82491256.png;Wartnick, Chaber, Harowitz, Smith & Tigerman Madelyn J. Chaber 101 California Street, Suite 2200 San Francisco, California 94111 415 986- 5566;Wartnick, Chaber, Harowitz, Smith& Tigerman Madelyn J. Chaber 101 California Street, Suite 2200 San Francisco, California 94111 415/986-5566 ;eae at = ;Wartnick, Chaber, Harowitz, Smith& Tigerman Madelyn J. Chaber 101 California Street, Suite 2200 San Francisco, California 94111 415/986-5566
82491256.png;August 3, 1998;August 3, 1998 ;August 3, 1998 ;August 3, 1998
82491256.png;July 23, 1998;July 23, 1998 ;July 23, 1998 ;July 23, 1998
